place,type_of_meteorite,mass_g,year,cartodb_id,year_date,longitude,latitude
A-880646,Stone-uncl,"0,99",1988,32369,01.01.1988 00:00,26,-72
Camel Donga 038,H6,"0,99",1994,32370,01.01.1994 00:00,"126,7","-30,18417"
GRV 022002,H4,"0,99",2003,32371,01.01.2003 00:00,"75,347778","-72,776389"
GRV 023144,L4,"0,99",2003,32372,01.01.2003 00:00,"75,3375","-72,773333"
GRV 023115,L5,"0,99",2003,32373,01.01.2003 00:00,"75,324167","-72,774444"
GRV 021838,L6,"0,99",2003,32374,01.01.2003 00:00,"75,323056","-72,781944"
GRV 021707,H5,"0,99",2003,32375,01.01.2003 00:00,"75,322222","-72,773611"
Y-74333,H5,"0,98",1974,32376,01.01.1974 00:00,"35,66667","-71,5"
Y-75037,L6,"0,98",1975,32377,01.01.1975 00:00,"35,66667","-71,5"
Y-790105,H4,"0,98",1979,32378,01.01.1979 00:00,"35,66667","-71,5"
Y-791902,H5,"0,98",1979,32379,01.01.1979 00:00,"35,66667","-71,5"
Y-86154,H4,"0,98",1986,32380,01.01.1986 00:00,"35,66667","-71,5"
Y-86569,H4,"0,98",1986,32381,01.01.1986 00:00,"35,66667","-71,5"
A-880530,Stone-uncl,"0,98",1988,32382,01.01.1988 00:00,26,-72
QUE 99755,L6,"0,98",1999,32383,01.01.1999 00:00,168,-84
GRV 022557,H5,"0,98",2003,32384,01.01.2003 00:00,"75,3425","-72,773889"
GRV 021691,L5,"0,98",2003,32385,01.01.2003 00:00,"75,34083","-72,77389"
GRV 022822,L5,"0,98",2003,32386,01.01.2003 00:00,"75,33694","-72,77361"
GRV 022398,L6,"0,98",2003,32387,01.01.2003 00:00,"75,32417","-72,77472"
GRV 023128,H4,"0,98",2003,32388,01.01.2003 00:00,"75,31917","-72,77417"
GRV 023127,H6,"0,98",2003,32389,01.01.2003 00:00,"75,31889","-72,77417"
GRV 022069,L5,"0,98",2003,32390,01.01.2003 00:00,"75,31056","-72,77917"
GRV 023613,L5,"0,98",2003,32391,01.01.2003 00:00,"75,25139","-72,98389"
GRV 020331,L5,"0,98",2003,32392,01.01.2003 00:00,"75,246389","-72,983889"
Y-74086,H5,"0,97",1974,32393,01.01.1974 00:00,"35,66667","-71,5"
Y-75223,L6,"0,97",1975,32394,01.01.1975 00:00,"35,66667","-71,5"
Y-792445,Stone-uncl,"0,97",1979,32395,01.01.1979 00:00,"35,66667","-71,5"
Y-792446,Stone-uncl,"0,97",1979,32396,01.01.1979 00:00,"35,66667","-71,5"
Y-792643,H4/5,"0,97",1979,32397,01.01.1979 00:00,"35,66667","-71,5"
Y-792752,H4,"0,97",1979,32398,01.01.1979 00:00,"35,66667","-71,5"
Y-792986,E3,"0,97",1979,32399,01.01.1979 00:00,"35,66667","-71,5"
Y-793010,E3,"0,97",1979,32400,01.01.1979 00:00,"35,66667","-71,5"
Y-793046,E3,"0,97",1979,32401,01.01.1979 00:00,"35,66667","-71,5"
Y-793071,E3,"0,97",1979,32402,01.01.1979 00:00,"35,66667","-71,5"
Y-86256,H4,"0,97",1986,32403,01.01.1986 00:00,"35,66667","-71,5"
Y-86611,H4,"0,97",1986,32404,01.01.1986 00:00,"35,66667","-71,5"
Y-86687,CM2,"0,97",1986,32405,01.01.1986 00:00,"35,66667","-71,5"
LV 018,H6,"0,97",2002,32406,01.01.2002 00:00,"-116,9488","34,48793"
GRV 022426,L5,"0,97",2003,32407,01.01.2003 00:00,"75,3553","-72,7731"
GRV 022491,H5,"0,97",2003,32408,01.01.2003 00:00,"75,3283","-72,7756"
GRV 022593,L6,"0,97",2003,32409,01.01.2003 00:00,"75,27861","-72,7825"
Y-74406,H5,"0,96",1974,32410,01.01.1974 00:00,"35,66667",0
Y-75039,L6,"0,96",1975,32411,01.01.1975 00:00,"35,66667","-71,5"
Y-790934,LL6,"0,96",1979,32412,01.01.1979 00:00,"35,66667","-71,5"
Y-791398,H5,"0,96",1979,32413,01.01.1979 00:00,"35,66667","-71,5"
Y-792228,Stone-uncl,"0,96",1979,32414,01.01.1979 00:00,"35,66667","-71,5"
Y-792454,Stone-uncl,"0,96",1979,32415,01.01.1979 00:00,"35,66667","-71,5"
Y-792461,Stone-uncl,"0,96",1979,32416,01.01.1979 00:00,"35,66667","-71,5"
Y-792464,Stone-uncl,"0,96",1979,32417,01.01.1979 00:00,"35,66667","-71,5"
Y-792657,H4/5,"0,96",1979,32418,01.01.1979 00:00,"35,66667","-71,5"
Y-792683,L6,"0,96",1979,32419,01.01.1979 00:00,"35,66667","-71,5"
Y-793037,E3,"0,96",1979,32420,01.01.1979 00:00,"35,66667","-71,5"
Y-82176,L6,"0,96",1982,32421,01.01.1982 00:00,"35,66667","-71,5"
Y-86524,H4,"0,96",1986,32422,01.01.1986 00:00,"35,66667","-71,5"
A-880582,Stone-uncl,"0,96",1988,32423,01.01.1988 00:00,26,-72
FRO 90220,L6,"0,96",1990,32424,01.01.1990 00:00,"160,44167","-72,95472"
QUE 02101,LL5,"0,96",2002,32425,01.01.2002 00:00,168,-84
GRV 054005,L6,"0,96",2006,32426,01.01.2006 00:00,"75,339167","-72,773056"
GRV 054048,H6,"0,96",2006,32427,01.01.2006 00:00,"75,274444","-72,787222"
GRV 053792,L6,"0,96",2006,32428,01.01.2006 00:00,"75,271389","-72,785"
Y-790232,H5,"0,95",1979,32429,01.01.1979 00:00,"35,66667","-71,5"
Y-790314,H4,"0,95",1979,32430,01.01.1979 00:00,"35,66667","-71,5"
Y-791399,L/LL3,"0,95",1979,32431,01.01.1979 00:00,"35,66667","-71,5"
Y-792469,Stone-uncl,"0,95",1979,32432,01.01.1979 00:00,"35,66667","-71,5"
Y-793051,E3,"0,95",1979,32433,01.01.1979 00:00,"35,66667","-71,5"
Y-793317,L6,"0,95",1979,32434,01.01.1979 00:00,"35,66667","-71,5"
Y-793364,H4,"0,95",1979,32435,01.01.1979 00:00,"35,66667","-71,5"
Y-793532,Stone-uncl,"0,95",1979,32436,01.01.1979 00:00,"35,66667","-71,5"
Y-86245,H4,"0,95",1986,32437,01.01.1986 00:00,"35,66667","-71,5"
Y-86479,H4,"0,95",1986,32438,01.01.1986 00:00,"35,66667","-71,5"
A-880306,Stone-uncl,"0,95",1988,32439,01.01.1988 00:00,26,-72
A-880583,Stone-uncl,"0,95",1988,32440,01.01.1988 00:00,26,-72
Camel Donga 033,LL6,"0,95",1994,32441,01.01.1994 00:00,"126,88883","-30,09167"
FRO 03098,H4,"0,95",2004,32442,01.01.2004 00:00,"160,50106","-72,95228"
GRV 052883,L5,"0,95",2006,32443,01.01.2006 00:00,"75,353611","-72,825278"
GRV 052216,L6,"0,95",2006,32444,01.01.2006 00:00,"75,346667","-72,7725"
GRV 053176,H6,"0,95",2006,32445,01.01.2006 00:00,"75,34","-72,774722"
GRV 054239,L6,"0,95",2006,32446,01.01.2006 00:00,"75,295833","-72,782222"
GRV 052370,H5,"0,95",2006,32447,01.01.2006 00:00,"75,263056","-72,9775"
Y-790104,H4,"0,94",1979,32448,01.01.1979 00:00,"35,66667","-71,5"
Y-790319,H4,"0,94",1979,32449,01.01.1979 00:00,"35,66667","-71,5"
Y-790321,H4,"0,94",1979,32450,01.01.1979 00:00,"35,66667","-71,5"
Y-790342,H4,"0,94",1979,32451,01.01.1979 00:00,"35,66667","-71,5"
Y-790931,LL6,"0,94",1979,32452,01.01.1979 00:00,"35,66667","-71,5"
Y-791769,L4,"0,94",1979,32453,01.01.1979 00:00,"35,66667","-71,5"
Y-792439,Stone-uncl,"0,94",1979,32454,01.01.1979 00:00,"35,66667","-71,5"
Y-792440,Stone-uncl,"0,94",1979,32455,01.01.1979 00:00,"35,66667","-71,5"
Y-792851,H6,"0,94",1979,32456,01.01.1979 00:00,"35,66667","-71,5"
Y-793004,E3,"0,94",1979,32457,01.01.1979 00:00,"35,66667","-71,5"
Y-793045,E3,"0,94",1979,32458,01.01.1979 00:00,"35,66667","-71,5"
Y-793076,E3,"0,94",1979,32459,01.01.1979 00:00,"35,66667","-71,5"
Y-86529,H4,"0,94",1986,32460,01.01.1986 00:00,"35,66667","-71,5"
A-881325,Stone-uncl,"0,94",1988,32461,01.01.1988 00:00,26,-72
GRV 020067,H4,"0,94",2003,32462,01.01.2003 00:00,"75,231944","-72,986111"
FRO 03054,L6,"0,94",2003,32463,01.01.2003 00:00,"160,46161","-72,95244"
GRV 054066,H6,"0,94",2006,32464,01.01.2006 00:00,"75,339167","-72,773056"
GRV 052920,L5,"0,94",2006,32465,01.01.2006 00:00,"75,313611","-72,780556"
GRV 053171,H5,"0,94",2006,32466,01.01.2006 00:00,"75,300278","-72,7825"
GRV 052996,L6,"0,94",2006,32467,01.01.2006 00:00,"75,296667","-72,782778"
GRV 054018,L5,"0,94",2006,32468,01.01.2006 00:00,"75,273056","-72,790278"
Y-793035,E3,"0,93",1979,32469,01.01.1979 00:00,"35,66667","-71,5"
Y-793604,Stone-uncl,"0,93",1979,32470,01.01.1979 00:00,"35,66667","-71,5"
Y-86449,H4,"0,93",1986,32471,01.01.1986 00:00,"35,66667","-71,5"
Y-86588,H4,"0,93",1986,32472,01.01.1986 00:00,"35,66667","-71,5"
Y-86627,H4,"0,93",1986,32473,01.01.1986 00:00,"35,66667","-71,5"
A-880224,Stone-uncl,"0,93",1988,32474,01.01.1988 00:00,26,-72
A-880442,Stone-uncl,"0,93",1988,32475,01.01.1988 00:00,26,-72
FRO 90198,Eucrite,"0,93",1990,32476,01.01.1990 00:00,"160,54083","-72,99083"
GRV 99010,H6,"0,93",2000,32477,01.01.2000 00:00,"75,2","-73,08333"
GRV 021690,H4,"0,93",2003,32478,01.01.2003 00:00,"75,336389","-72,773889"
Y-790962,H3/4,"0,92",1979,32479,01.01.1979 00:00,"35,66667","-71,5"
Y-792426,Stone-uncl,"0,92",1979,32480,01.01.1979 00:00,"35,66667","-71,5"
Y-792448,Stone-uncl,"0,92",1979,32481,01.01.1979 00:00,"35,66667","-71,5"
Y-792475,Stone-uncl,"0,92",1979,32482,01.01.1979 00:00,"35,66667","-71,5"
A-880026,Stone-uncl,"0,92",1988,32483,01.01.1988 00:00,26,-72
A-880308,Stone-uncl,"0,92",1988,32484,01.01.1988 00:00,26,-72
A-880538,Stone-uncl,"0,92",1988,32485,01.01.1988 00:00,26,-72
FRO 93022,H5,"0,92",1993,32486,01.01.1993 00:00,"160,40889","-72,99167"
GRV 022435,L6,"0,92",2003,32487,01.01.2003 00:00,"75,338889","-72,775833"
GRV 021873,H4,"0,92",2003,32488,01.01.2003 00:00,"75,327778","-72,777778"
GRV 021840,H4,"0,92",2003,32489,01.01.2003 00:00,"75,325278","-72,778333"
GRV 023098,L4,"0,92",2003,32490,01.01.2003 00:00,"75,314722","-72,775833"
GRV 022360,L6,"0,92",2003,32491,01.01.2003 00:00,"75,305833","-72,778889"
GRV 021634,L6,"0,92",2003,32492,01.01.2003 00:00,"75,302222","-72,785"
GRV 020141,L6,"0,92",2003,32493,01.01.2003 00:00,"75,263889","-72,9775"
GRV 020811,L5,"0,92",2003,32494,01.01.2003 00:00,"75,249444","-72,983333"
GRV 020257,H6,"0,92",2003,32495,01.01.2003 00:00,"75,229167","-72,983056"
LV 035,CK4,"0,92",2004,32496,01.01.2004 00:00,"-116,95837","34,4868"
Y-75025,L4,"0,91",1975,32497,01.01.1975 00:00,"35,66667","-71,5"
Y-790025,Stone-uncl,"0,91",1979,32498,01.01.1979 00:00,"35,66667","-71,5"
Y-792414,Stone-uncl,"0,91",1979,32499,01.01.1979 00:00,"35,66667","-71,5"
Y-792499,Stone-uncl,"0,91",1979,32500,01.01.1979 00:00,"35,66667","-71,5"
Y-792726,Stone-uncl,"0,91",1979,32501,01.01.1979 00:00,"35,66667","-71,5"
Y-793031,E3,"0,91",1979,32502,01.01.1979 00:00,"35,66667","-71,5"
Y-793060,E3,"0,91",1979,32503,01.01.1979 00:00,"35,66667","-71,5"
Y-793065,E3,"0,91",1979,32504,01.01.1979 00:00,"35,66667","-71,5"
Y-81117,Stone-uncl,"0,91",1981,32505,01.01.1981 00:00,"35,66667","-71,5"
Y-86161,H4,"0,91",1986,32506,01.01.1986 00:00,"35,66667","-71,5"
A-880540,Stone-uncl,"0,91",1988,32507,01.01.1988 00:00,26,-72
A-880557,Stone-uncl,"0,91",1988,32508,01.01.1988 00:00,26,-72
ALH 88181,Chondrite-uncl,"0,91",1988,32509,01.01.1988 00:00,"159,33333","-76,71667"
ALH 88182,Chondrite-uncl,"0,91",1988,32510,01.01.1988 00:00,"159,33333","-76,71667"
GRV 023221,H6,"0,91",2003,32511,01.01.2003 00:00,"75,33861","-72,77333"
GRV 022968,H5,"0,91",2003,32512,01.01.2003 00:00,"75,31639","-72,77417"
GRV 022966,H5,"0,91",2003,32513,01.01.2003 00:00,"75,31583","-72,77417"
GRV 024241,L6,"0,91",2003,32514,01.01.2003 00:00,"75,25","-72,9825"
GRV 020333,L6,"0,91",2003,32515,01.01.2003 00:00,"75,24639","-72,98389"
Y-74388,H5,"0,9",1974,32516,01.01.1974 00:00,"35,66667",0
ALHA77200,H6,"0,9",1977,32517,01.01.1977 00:00,"159,66667","-76,71667"
ALHA78188,L3.5,"0,9",1978,32518,01.01.1978 00:00,"159,66667","-76,71667"
ALHA81311,L6,"0,9",1981,32519,01.01.1981 00:00,"159,35805","-76,6875"
ALH 85050,L6,"0,9",1985,32520,01.01.1985 00:00,"156,49742","-76,87869"
Y-86623,H4,"0,9",1986,32521,01.01.1986 00:00,"35,66667","-71,5"
A-87043,Stone-uncl,"0,9",1987,32522,01.01.1987 00:00,26,-72
LEW 87109,"Iron, ungrouped","0,9",1987,32523,01.01.1987 00:00,"161,40847","-84,25416"
LEW 87025,CM2,"0,9",1987,32524,01.01.1987 00:00,"161,32478","-84,34658"
LEW 87271,CM2,"0,9",1987,32525,01.01.1987 00:00,"161,24541","-84,34186"
EET 87813,L6,"0,9",1987,32526,01.01.1987 00:00,"156,10596","-76,03755"
A-880512,Stone-uncl,"0,9",1988,32527,01.01.1988 00:00,26,-72
A-880550,Stone-uncl,"0,9",1988,32528,01.01.1988 00:00,26,-72
A-880551,Stone-uncl,"0,9",1988,32529,01.01.1988 00:00,26,-72
A-880556,Stone-uncl,"0,9",1988,32530,01.01.1988 00:00,26,-72
A-881370,Diogenite,"0,9",1988,32531,01.01.1988 00:00,26,-72
LEW 88560,H5,"0,9",1988,32532,01.01.1988 00:00,"161,45477","-84,24499"
EET 90820,L6,"0,9",1990,32533,01.01.1990 00:00,"156,45502","-76,28198"
EET 90561,L6,"0,9",1990,32534,01.01.1990 00:00,"156,42988","-76,28724"
DAV 92305,L6,"0,9",1992,32535,01.01.1992 00:00,162,"-75,31667"
EET 92019,LL6,"0,9",1992,32536,01.01.1992 00:00,"156,07439","-76,03863"
EET 92142,L6,"0,9",1992,32537,01.01.1992 00:00,"155,9807","-76,01939"
EET 92141,L6,"0,9",1992,32538,01.01.1992 00:00,"155,70581","-76,01302"
QUE 93490,L6,"0,9",1993,32539,01.01.1993 00:00,168,-84
QUE 93523,E4,"0,9",1993,32540,01.01.1993 00:00,168,-84
QUE 93671,L5,"0,9",1993,32541,01.01.1993 00:00,168,-84
QUE 93134,L5,"0,9",1993,32542,01.01.1993 00:00,"162,55816","-84,5757"
GSS 022,H6,"0,9",1994,32543,01.01.1994 00:00,"25,66667","25,91667"
QUE 94402,H5,"0,9",1994,32544,01.01.1994 00:00,168,-84
QUE 94512,H5,"0,9",1994,32545,01.01.1994 00:00,168,-84
FRO 95027,H5,"0,9",1995,32546,01.01.1995 00:00,"160,43639","-72,95417"
EET 96079,H6,"0,9",1996,32547,01.01.1996 00:00,"157,16667","-76,18333"
EET 96109,LL3.4,"0,9",1996,32548,01.01.1996 00:00,"157,16667","-76,18333"
EET 96120,L6,"0,9",1996,32549,01.01.1996 00:00,"157,16667","-76,18333"
EET 96125,H6,"0,9",1996,32550,01.01.1996 00:00,"157,16667","-76,18333"
EET 96160,L3.6,"0,9",1996,32551,01.01.1996 00:00,"157,16667","-76,18333"
EET 96216,L3.8,"0,9",1996,32552,01.01.1996 00:00,"157,16667","-76,18333"
EET 96233,L6,"0,9",1996,32553,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97587,LL5,"0,9",1997,32554,01.01.1997 00:00,168,-84
QUE 97734,L6,"0,9",1997,32555,01.01.1997 00:00,168,-84
QUE 97838,LL5,"0,9",1997,32556,01.01.1997 00:00,168,-84
QUE 99076,LL5,"0,9",1999,32557,01.01.1999 00:00,168,-84
QUE 99108,LL5,"0,9",1999,32558,01.01.1999 00:00,168,-84
QUE 99367,LL5,"0,9",1999,32559,01.01.1999 00:00,168,-84
QUE 99383,LL5,"0,9",1999,32560,01.01.1999 00:00,168,-84
QUE 99478,LL5,"0,9",1999,32561,01.01.1999 00:00,168,-84
QUE 99535,LL5,"0,9",1999,32562,01.01.1999 00:00,168,-84
FRO 99017,H4,"0,9",1999,32563,01.01.1999 00:00,"160,40167","-72,99472"
GEO 99122,L6,"0,9",1999,32564,01.01.1999 00:00,"155,5","-82,5"
FRO 01079,L6,"0,9",2001,32565,01.01.2001 00:00,"160,44972","-72,9525"
FRO 01097,L6,"0,9",2001,32566,01.01.2001 00:00,"160,43833","-72,95417"
FRO 01047,H4/5,"0,9",2001,32567,01.01.2001 00:00,"160,40444","-72,98972"
FRO 01160,H3,"0,9",2001,32568,01.01.2001 00:00,"160,40306","-72,98972"
FRO 01163,H3,"0,9",2001,32569,01.01.2001 00:00,"160,4","-72,99333"
MAC 02559,L5,"0,9",2002,32570,01.01.2002 00:00,"160,5","-84,21667"
GRV 023042,H5,"0,9",2003,32571,01.01.2003 00:00,"75,323611","-72,773333"
GRV 023246,L6,"0,9",2003,32572,01.01.2003 00:00,"75,32","-72,773611"
GRV 022894,H6,"0,9",2003,32573,01.01.2003 00:00,"75,31389","-72,77472"
GRV 023781,L5,"0,9",2003,32574,01.01.2003 00:00,"75,24944","-72,98472"
GRV 020328,L5,"0,9",2003,32575,01.01.2003 00:00,"75,24639","-72,98389"
GRV 020589,L6,"0,9",2003,32576,01.01.2003 00:00,"75,24639","-72,98389"
GRV 020820,L6,"0,9",2003,32577,01.01.2003 00:00,"75,24639","-72,98333"
FRO 03100,H4,"0,9",2004,32578,01.01.2004 00:00,"160,50106","-72,95228"
LV 037,CK4,"0,9",2004,32579,01.01.2004 00:00,"-116,95223","34,48887"
JaH 519,H6,"0,9",2008,32580,01.01.2008 00:00,"55,18097","19,5306"
HrDL 027,Unknown,"0,9",2008,32581,01.01.2008 00:00,"-117,2746","35,04095"
FRO 10028,H4,"0,9",2011,32582,01.01.2011 00:00,"160,49085","-72,95243"
Y-75276,H6,"0,89",1975,32583,01.01.1975 00:00,"35,66667","-71,5"
Y-790102,H4,"0,89",1979,32584,01.01.1979 00:00,"35,66667","-71,5"
Y-791137,LL5/6,"0,89",1979,32585,01.01.1979 00:00,"35,66667","-71,5"
Y-792468,Stone-uncl,"0,89",1979,32586,01.01.1979 00:00,"35,66667","-71,5"
Y-793032,E3,"0,89",1979,32587,01.01.1979 00:00,"35,66667","-71,5"
Y-793077,E3,"0,89",1979,32588,01.01.1979 00:00,"35,66667","-71,5"
Y-793181,H4,"0,89",1979,32589,01.01.1979 00:00,"35,66667","-71,5"
Y-86248,H4,"0,89",1986,32590,01.01.1986 00:00,"35,66667","-71,5"
Y-86480,H4,"0,89",1986,32591,01.01.1986 00:00,"35,66667","-71,5"
Y-86684,Stone-uncl,"0,89",1986,32592,01.01.1986 00:00,"35,66667","-71,5"
A-87059,Stone-uncl,"0,89",1987,32593,01.01.1987 00:00,26,-72
A-880231,Stone-uncl,"0,89",1988,32594,01.01.1988 00:00,26,-72
A-880576,Stone-uncl,"0,89",1988,32595,01.01.1988 00:00,26,-72
FRO 90060,H6,"0,89",1990,32596,01.01.1990 00:00,"160,43854","-72,9556"
GRV 021650,L6,"0,89",2003,32597,01.01.2003 00:00,"75,330833","-72,776944"
GRV 021896,H5,"0,89",2003,32598,01.01.2003 00:00,"75,3275","-72,778056"
GRV 022383,H4,"0,89",2003,32599,01.01.2003 00:00,"75,282222","-72,780278"
GRV 022636,L6,"0,89",2003,32600,01.01.2003 00:00,"75,277222","-72,782778"
GRV 021188,L6,"0,89",2003,32601,01.01.2003 00:00,"75,245833","-72,983611"
GRV 021216,L6,"0,89",2003,32602,01.01.2003 00:00,"75,245833","-72,983611"
GRV 020259,H5,"0,89",2003,32603,01.01.2003 00:00,"75,229167","-72,983056"
Y-74170,H3,"0,88",1974,32604,01.01.1974 00:00,"35,66667","-71,5"
Y-75054,L6,"0,88",1975,32605,01.01.1975 00:00,"35,66667","-71,5"
Y-790031,Stone-uncl,"0,88",1979,32606,01.01.1979 00:00,"35,66667","-71,5"
Y-792458,Stone-uncl,"0,88",1979,32607,01.01.1979 00:00,"35,66667","-71,5"
Y-792485,Stone-uncl,"0,88",1979,32608,01.01.1979 00:00,"35,66667","-71,5"
Y-793271,L6,"0,88",1979,32609,01.01.1979 00:00,"35,66667","-71,5"
Y-86261,H4,"0,88",1986,32610,01.01.1986 00:00,"35,66667","-71,5"
A-87045,Stone-uncl,"0,88",1987,32611,01.01.1987 00:00,26,-72
GRV 023176,H5,"0,88",2003,32612,01.01.2003 00:00,"75,33944","-72,77389"
GRV 021884,H5,"0,88",2003,32613,01.01.2003 00:00,"75,33","-72,777778"
GRV 022899,H5,"0,88",2003,32614,01.01.2003 00:00,"75,30556","-72,775"
GRV 023609,L5,"0,88",2003,32615,01.01.2003 00:00,"75,25139","-72,98389"
GRV 024248,L6,"0,88",2003,32616,01.01.2003 00:00,"75,2503","-72,9825"
Y-75213,L6,"0,87",1975,32617,01.01.1975 00:00,"35,66667","-71,5"
Y-791854,E3,"0,87",1979,32618,01.01.1979 00:00,"35,66667","-71,5"
Y-792518,CR2,"0,87",1979,32619,01.01.1979 00:00,"35,66667","-71,5"
Y-793020,E3,"0,87",1979,32620,01.01.1979 00:00,"35,66667","-71,5"
Y-793057,E3,"0,87",1979,32621,01.01.1979 00:00,"35,66667","-71,5"
Y-793266,LL4,"0,87",1979,32622,01.01.1979 00:00,"35,66667","-71,5"
Y-793486,L6,"0,87",1979,32623,01.01.1979 00:00,"35,66667","-71,5"
Y-86179,H4,"0,87",1986,32624,01.01.1986 00:00,"35,66667","-71,5"
Y-86265,H4,"0,87",1986,32625,01.01.1986 00:00,"35,66667","-71,5"
Y-86469,H4,"0,87",1986,32626,01.01.1986 00:00,"35,66667","-71,5"
Y-86624,H4,"0,87",1986,32627,01.01.1986 00:00,"35,66667","-71,5"
A-87004,Stone-uncl,"0,87",1987,32628,01.01.1987 00:00,26,-72
A-87011,Stone-uncl,"0,87",1987,32629,01.01.1987 00:00,26,-72
A-87036,Stone-uncl,"0,87",1987,32630,01.01.1987 00:00,26,-72
GRV 022975,H5,"0,87",2003,32631,01.01.2003 00:00,"75,32","-72,77389"
GRV 024251,L6,"0,87",2003,32632,01.01.2003 00:00,"75,25028","-72,9825"
GRV 023763,L5,"0,87",2003,32633,01.01.2003 00:00,"75,25","-72,98444"
GRV 020801,L6,"0,87",2003,32634,01.01.2003 00:00,"75,25","-72,98389"
GRV 020335,L5,"0,87",2003,32635,01.01.2003 00:00,"75,2464","-72,9839"
GRV 020337,L6,"0,87",2003,32636,01.01.2003 00:00,"75,24639","-72,98389"
Y-74341,H5,"0,86",1974,32637,01.01.1974 00:00,"35,66667","-71,5"
Y-791593,L6,"0,86",1979,32638,01.01.1979 00:00,"35,66667","-71,5"
Y-792433,Stone-uncl,"0,86",1979,32639,01.01.1979 00:00,"35,66667","-71,5"
Y-793056,E3,"0,86",1979,32640,01.01.1979 00:00,"35,66667","-71,5"
Y-793069,E3,"0,86",1979,32641,01.01.1979 00:00,"35,66667","-71,5"
Y-793336,LL6,"0,86",1979,32642,01.01.1979 00:00,"35,66667","-71,5"
Y-86171,H4,"0,86",1986,32643,01.01.1986 00:00,"35,66667","-71,5"
Y-86263,H4,"0,86",1986,32644,01.01.1986 00:00,"35,66667","-71,5"
ALH 88183,Chondrite-uncl,"0,86",1988,32645,01.01.1988 00:00,"159,33333","-76,71667"
GRV 021767,CR,"0,86",2003,32646,01.01.2003 00:00,"75,29444","-72,78472"
Y-790108,H4,"0,85",1979,32647,01.01.1979 00:00,"35,66667","-71,5"
Y-790937,LL6,"0,85",1979,32648,01.01.1979 00:00,"35,66667","-71,5"
Y-790940,LL6,"0,85",1979,32649,01.01.1979 00:00,"35,66667","-71,5"
Y-790941,LL6,"0,85",1979,32650,01.01.1979 00:00,"35,66667","-71,5"
Y-791139,LL5/6,"0,85",1979,32651,01.01.1979 00:00,"35,66667","-71,5"
Y-792483,Stone-uncl,"0,85",1979,32652,01.01.1979 00:00,"35,66667","-71,5"
Y-793028,E3,"0,85",1979,32653,01.01.1979 00:00,"35,66667","-71,5"
Y-793041,E3,"0,85",1979,32654,01.01.1979 00:00,"35,66667","-71,5"
Y-793042,E3,"0,85",1979,32655,01.01.1979 00:00,"35,66667","-71,5"
Y-86140,H4,"0,85",1986,32656,01.01.1986 00:00,"35,66667","-71,5"
Y-86174,H4,"0,85",1986,32657,01.01.1986 00:00,"35,66667","-71,5"
Y-86552,H4,"0,85",1986,32658,01.01.1986 00:00,"35,66667","-71,5"
Y-86621,H4,"0,85",1986,32659,01.01.1986 00:00,"35,66667","-71,5"
Y-86625,H4,"0,85",1986,32660,01.01.1986 00:00,"35,66667","-71,5"
A-87009,Stone-uncl,"0,85",1987,32661,01.01.1987 00:00,26,-72
A-880298,Stone-uncl,"0,85",1988,32662,01.01.1988 00:00,26,-72
A-880534,Stone-uncl,"0,85",1988,32663,01.01.1988 00:00,26,-72
A-880537,Stone-uncl,"0,85",1988,32664,01.01.1988 00:00,26,-72
A-880543,Stone-uncl,"0,85",1988,32665,01.01.1988 00:00,26,-72
A-880545,Stone-uncl,"0,85",1988,32666,01.01.1988 00:00,26,-72
FRO 93007,H6,"0,85",1993,32667,01.01.1993 00:00,"160,50028","-72,95389"
GRV 99024,L5,"0,85",2000,32668,01.01.2000 00:00,"75,2","-73,08333"
GRV 021601,H6,"0,85",2003,32669,01.01.2003 00:00,"75,356111","-72,825"
GRV 022551,H6,"0,85",2003,32670,01.01.2003 00:00,"75,340833","-72,773611"
GRV 023118,L6,"0,85",2003,32671,01.01.2003 00:00,"75,325","-72,774444"
GRV 020183,L6,"0,85",2003,32672,01.01.2003 00:00,"75,263333","-72,994722"
GRV 024008,L5,"0,85",2003,32673,01.01.2003 00:00,"75,252222","-72,983611"
GRV 024009,L5,"0,85",2003,32674,01.01.2003 00:00,"75,252222","-72,983611"
GRV 020203,H4,"0,85",2003,32675,01.01.2003 00:00,"75,206389","-72,9925"
FRO 03093,L6,"0,85",2004,32676,01.01.2004 00:00,"160,51436","-72,95144"
LV 058,L6,"0,85",2006,32677,01.01.2006 00:00,"-116,93962","34,51092"
Y-75053,L6,"0,84",1975,32678,01.01.1975 00:00,"35,66667","-71,5"
Y-75211,L6,"0,84",1975,32679,01.01.1975 00:00,"35,66667","-71,5"
Y-791400,Stone-uncl,"0,84",1979,32680,01.01.1979 00:00,"35,66667","-71,5"
Y-792450,Stone-uncl,"0,84",1979,32681,01.01.1979 00:00,"35,66667","-71,5"
Y-792471,Stone-uncl,"0,84",1979,32682,01.01.1979 00:00,"35,66667","-71,5"
Y-86622,H4,"0,84",1986,32683,01.01.1986 00:00,"35,66667","-71,5"
A-880367,Stone-uncl,"0,84",1988,32684,01.01.1988 00:00,26,-72
A-880511,Stone-uncl,"0,84",1988,32685,01.01.1988 00:00,26,-72
A-880548,Stone-uncl,"0,84",1988,32686,01.01.1988 00:00,26,-72
