place,type_of_meteorite,mass_g,year,cartodb_id,year_date,longitude,latitude
Y-75230,L6,"1,26",1975,31752,01.01.1975 00:00,"35,66667","-71,5"
Y-74580,H6,"0,81",1974,32751,01.01.1974 00:00,"35,66667",0
Y-75085,L6,"0,16",1975,34013,01.01.1975 00:00,"35,66667","-71,5"
Hoba,"Iron, IVB",60000000,1920,1,01.01.1920 00:00,"17,91667","-19,58333"
Cape York,"Iron, IIIAB",58200000,1818,2,1818-01-01 00:00:00,"-64,93333","76,13333"
Campo del Cielo,"Iron, IAB-MG",50000000,1576,3,1576-01-01 00:00:00,"-60,58333","-27,46667"
Canyon Diablo,"Iron, IAB-MG",30000000,1891,4,1891-01-01 00:00:00,"-111,03333","35,05"
Armanty,"Iron, IIIE",28000000,1898,5,1898-01-01 00:00:00,88,47
Gibeon,"Iron, IVA",26000000,1836,6,1836-01-01 00:00:00,18,"-25,5"
Chupaderos,"Iron, IIIAB",24300000,1852,7,1852-01-01 00:00:00,"-105,1",27
Mundrabilla,"Iron, IAB-ung",24000000,1911,8,01.01.1911 00:00,"127,55","-30,78333"
Sikhote-Alin,"Iron, IIAB",23000000,1947,9,01.01.1947 00:00,"134,65333","46,16"
Bacubirito,"Iron, ungrouped",22000000,1863,10,1863-01-01 00:00:00,"-107,83333","26,2"
Mbosi,"Iron, ungrouped",16000000,1930,11,01.01.1930 00:00,"33,06667","-9,11667"
Willamette,"Iron, IIIAB",15500000,1902,12,01.01.1902 00:00,"-122,58333","45,36667"
Morito,"Iron, IIIAB",10100000,1600,13,1600-01-01 00:00:00,"-105,43333","27,05"
Nantan,"Iron, IAB-MG",9500000,1958,14,01.01.1958 00:00,"107,7","25,1"
Cranbourne,"Iron, IAB-MG",8600000,1854,15,1854-01-01 00:00:00,"145,3","-38,1"
Santa Catharina,"Iron, IAB-ung",7000000,1875,16,1875-01-01 00:00:00,"-48,6","-26,21667"
Bendeg�_,"Iron, IC",5360000,1784,17,1784-01-01 00:00:00,"-39,2","-10,11667"
Brenham,"Pallasite, PMG-an",4300000,1882,18,1882-01-01 00:00:00,"-99,16361","37,5825"
Jilin,H5,4000000,1976,19,01.01.1976 00:00,"126,16667","44,05"
Vaca Muerta,Mesosiderite-A1,3828000,1861,20,1861-01-01 00:00:00,"-70,5","-25,75"
Toluca,"Iron, IAB-sLL",3000000,1776,21,1776-01-01 00:00:00,"-99,56667","19,56667"
Xifu,"Iron, IAB complex",3000000,2004,22,01.01.2004 00:00,"120,48333","36,3"
Al Haggounia 001,Aubrite,3000000,2006,23,01.01.2006 00:00,"-12,5","27,5"
Old Woman,"Iron, IIAB",2753000,1976,24,01.01.1976 00:00,"-115,23333","34,46667"
Wabar,"Iron, IIIAB",2550000,1863,25,1863-01-01 00:00:00,"50,47222","21,49972"
Huckitta,"Pallasite, PMG-an",2300000,1924,26,01.01.1924 00:00,"135,76667","-22,36667"
Navajo,"Iron, IIAB",2184000,1921,27,01.01.1921 00:00,"-109,5","35,33333"
Coahuila,"Iron, IIAB",2100000,1837,28,1837-01-01 00:00:00,"-102,73333","28,7"
Henbury,"Iron, IIIAB",2000000,1931,29,01.01.1931 00:00,"133,16667","-24,56667"
Allende,CV3,2000000,1969,30,01.01.1969 00:00,"-105,31667","26,96667"
Campinorte,"Iron, ungrouped",2000000,1992,31,01.01.1992 00:00,"-49,15917","-14,258"
Santa Luzia,"Iron, IIAB",1918000,1921,32,01.01.1921 00:00,"-47,95","-16,26667"
Ghubara,L5,1750000,1954,33,01.01.1954 00:00,"56,14278","19,22778"
Odessa (iron),"Iron, IAB-MG",1600000,1922,34,01.01.1922 00:00,"-102,4","31,71667"
Gebel Kamil,"Iron, ungrouped",1600000,2009,35,01.01.2009 00:00,"26,08778","22,01833"
Casas Grandes,"Iron, IIIAB",1545000,1867,36,1867-01-01 00:00:00,"-107,8","30,4"
Bitburg,"Iron, IAB complex",1500000,1805,37,1805-01-01 00:00:00,"6,53333","49,96667"
Quinn Canyon,"Iron, IIIAB",1450000,1908,38,01.01.1908 00:00,"-115,53333","38,08333"
Charcas,"Iron, IIIAB",1400000,1804,39,1804-01-01 00:00:00,"-101,01667","23,08333"
Santa Apolonia,"Iron, IIIAB",1316000,1872,40,1872-01-01 00:00:00,"-98,3","19,21667"
Tsarev,L5,1225300,1968,41,01.01.1968 00:00,"45,7","48,7"
Alkhamasin,"Iron, IIAB",1200000,1973,42,01.01.1973 00:00,"44,88333","20,6"
Kouga Mountains,"Iron, IIIAB",1173000,1903,43,01.01.1903 00:00,24,"-33,61667"
Goose Lake,"Iron, IAB-sLL",1169500,1938,44,01.01.1938 00:00,"-120,54167","41,98"
Murnpeowie,"Iron, IC",1143000,1909,45,01.01.1909 00:00,"139,9","-29,58333"
Norton County,Aubrite,1100000,1948,46,01.01.1948 00:00,"-99,86667","39,68333"
Kunya-Urgench,H5,1100000,1998,47,01.01.1998 00:00,"59,2","42,25"
Fukang,"Pallasite, PMG",1003000,2000,48,01.01.2000 00:00,"87,63333","44,43333"
Efremovka,CV3,21000,1962,773,01.01.1962 00:00,77,"52,5"
Bilibino,"Iron, IIAB",1000000,1981,49,01.01.1981 00:00,"160,8","67,3"
Los Sauces,Iron,997000,1937,50,01.01.1937 00:00,"-66,85","-29,41667"
Tucson,"Iron, ungrouped",975000,1850,51,1850-01-01 00:00:00,"-110,96667","31,85"
Cosby's Creek,"Iron, IAB-MG",960000,1837,52,1837-01-01 00:00:00,"-83,25","35,78333"
Imilac,"Pallasite, PMG",920000,1822,53,1822-01-01 00:00:00,"-68,80667","-24,20333"
Bondoc,Mesosiderite-B4,888600,1956,54,01.01.1956 00:00,"122,45","13,51667"
Santa Rosa,"Iron, IC",825000,1810,55,1810-01-01 00:00:00,-73,"5,91667"
Brahin,"Pallasite, PMG",823000,1810,56,1810-01-01 00:00:00,"30,33333","52,5"
Sardis,"Iron, IAB complex",800000,1940,58,01.01.1940 00:00,"-81,865","32,94889"
Wolf Creek,"Iron, IIIAB",760000,1947,59,01.01.1947 00:00,"127,76667","-19,3"
Esquel,"Pallasite, PMG",755000,1951,60,01.01.1951 00:00,"-71,33333","-42,9"
Gladstone (iron),"Iron, IAB-MG",736600,1915,61,01.01.1915 00:00,"151,3","-23,9"
Mount Dooling,"Iron, IC",734000,1909,62,01.01.1909 00:00,"119,71667","-29,45"
Krasnojarsk,"Pallasite, PMG-an",700000,1749,63,1749-01-01 00:00:00,"91,8","54,9"
Plainview (1917),H5,700000,1917,64,01.01.1917 00:00,"-101,78333","34,11667"
Ngiangri,Iron,700000,1983,65,01.01.1983 00:00,"87,8","32,2"
Davis Mountains,"Iron, IIIAB",689000,1903,66,01.01.1903 00:00,"-104,25","30,75"
Arispe,"Iron, IC",683000,1896,67,1896-01-01 00:00:00,"-109,98333","30,33333"
La Caille,"Iron, ungrouped",626000,1828,69,1828-01-01 00:00:00,"6,78333","43,73333"
Jianshi,"Iron, IIIAB",600000,1890,70,1890-01-01 00:00:00,"109,5","30,80833"
Adzhi-Bogdo (iron),"Iron, IAB complex",582000,1952,71,01.01.1952 00:00,"95,41667","44,86667"
Long Island,L6,564000,1891,72,1891-01-01 00:00:00,"-99,6","39,93333"
JaH 073,L6,550000,2002,73,01.01.2002 00:00,"55,73333","19,7"
Rateldraai,"Iron, IIIAB",549000,1909,74,01.01.1909 00:00,"21,13333","-28,83333"
Drum Mountains,"Iron, IIIAB",529000,1944,75,01.01.1944 00:00,"-112,9","39,5"
Grant,"Iron, IIIAB",525000,1929,76,01.01.1929 00:00,"-107,88333","35,16667"
Tamentit,"Iron, IIIAB",510000,1864,77,1864-01-01 00:00:00,"-0,25","27,71667"
Bruderheim,L6,303000,1960,112,01.01.1960 00:00,"-112,88333","53,9"
Trenton,"Iron, IIIAB",505000,1858,78,1858-01-01 00:00:00,"-88,13333","43,36667"
Haig,"Iron, IIIAB",503000,1951,79,01.01.1951 00:00,"125,63333","-31,38333"
Prambanan,"Iron, ungrouped",500000,1797,80,1797-01-01 00:00:00,"110,83333","-7,56667"
Knyahinya,L/LL5,500000,1866,81,1866-01-01 00:00:00,"22,4","48,9"
Ochansk,H4,500000,1887,82,1887-01-01 00:00:00,"55,26667","57,78333"
Boxhole,"Iron, IIIAB",500000,1937,83,01.01.1937 00:00,"135,2","-22,61667"
El Timbu,Iron,500000,1942,84,01.01.1942 00:00,"-60,96667","-33,11667"
Wildara,H5,500000,1968,85,01.01.1968 00:00,"120,85","-28,23333"
Jepara,"Pallasite, PMG",499500,2008,86,01.01.2008 00:00,"110,73333","-6,6"
Saint-Aubin,"Iron, IIIAB",472000,1968,87,01.01.1968 00:00,"3,58333","48,48333"
Carbo,"Iron, IID",454000,1923,88,01.01.1923 00:00,"-111,5","29,66667"
Etter,L5,450000,1965,89,01.01.1965 00:00,"-101,9","35,98333"
SaU 001,L5,450000,2000,90,01.01.2000 00:00,"56,66667","20,51667"
Wallapai,"Iron, IID",430000,1927,91,01.01.1927 00:00,"-113,7","35,8"
Ulasitai,Discredited,430000,2004,92,01.01.2004 00:00,"91,4025","44,95667"
Paragould,LL5,408000,1930,93,01.01.1930 00:00,"-90,5","36,06667"
ALHA76009,L6,407000,1976,94,01.01.1976 00:00,"159,66667","-76,71667"
Augustinovka,"Iron, IIIAB",400000,1890,95,1890-01-01 00:00:00,"35,08333","48,06667"
Pei Xian,Iron,400000,1917,96,01.01.1917 00:00,117,"34,7"
Mount Joy,"Iron, IIAB",384000,1887,97,1887-01-01 00:00:00,"-77,21667","39,78333"
Mont Dieu,"Iron, ungrouped",360000,1994,98,01.01.1994 00:00,"4,86667","49,55"
Hugoton,H5,350000,1927,99,01.01.1927 00:00,"-101,35","37,2"
Longtian,"Iron, IIIAB",350000,1991,100,01.01.1991 00:00,"108,5","27,35"
Kokstad,"Iron, IIIE",341000,1884,101,1884-01-01 00:00:00,"29,41667","-30,55"
Bjurb̦le,L/LL4,330000,1899,102,1899-01-01 00:00:00,"25,8","60,4"
Millbillillie,Eucrite-mmict,330000,1960,103,01.01.1960 00:00,"120,36667","-26,45"
Acfer 132,H6,1621,1990,3001,01.01.1990 00:00,"3,76667","27,5"
Mount Edith,"Iron, IIIAB",326000,1913,104,01.01.1913 00:00,"116,16667","-22,5"
Sterlitamak,"Iron, IIIAB",325000,1990,105,01.01.1990 00:00,"55,98333","53,66667"
Seymchan,"Pallasite, PMG",323300,1967,106,01.01.1967 00:00,"152,43333","62,9"
Estherville,Mesosiderite-A3/4,320000,1879,107,1879-01-01 00:00:00,"-94,83333","43,41667"
Tamarugal,"Iron, IIIAB",320000,1903,108,01.01.1903 00:00,"-69,66667","-20,8"
Guffey,"Iron, ungrouped",309000,1907,109,01.01.1907 00:00,"-105,51667","38,76667"
Nova Petropolis,"Iron, IIIAB",305000,1967,110,01.01.1967 00:00,"-50,91667","-29,43333"
Gressk,"Iron, IIAB",303000,1955,111,01.01.1955 00:00,"27,33333","53,23333"
North Chile,"Iron, IIAB",300000,1875,113,1875-01-01 00:00:00,-69,-23
Mocs,L5-6,300000,1882,114,1882-01-01 00:00:00,"24,03333","46,8"
Putinga,L6,300000,1937,115,01.01.1937 00:00,"-53,05","-29,03333"
Tianlin,"Iron, IAB complex",300000,1956,116,01.01.1956 00:00,"106,1","24,3"
A-881850,L6,"1024,01",1988,3736,01.01.1988 00:00,26,-72
Morland,H6,295000,1890,117,1890-01-01 00:00:00,"-100,06667","39,33333"
Estacado,H6,290000,1883,118,1883-01-01 00:00:00,"-101,75","33,9"
Morasko,"Iron, IAB-MG",290000,1914,119,01.01.1914 00:00,"16,9","52,46667"
Bur-Abor,"Iron, IIIAB",290000,1997,120,01.01.1997 00:00,"41,65","3,98333"
Clovis (no. 1),H3.6,283000,1961,121,01.01.1961 00:00,"-103,13472","34,3"
Rio Limay,L5,280000,1995,122,01.01.1995 00:00,"-69,48333","-39,85"
Sanclerlandia,"Iron, IIIAB",279000,1971,123,01.01.1971 00:00,"-50,3","-16,21667"
South Dahna,"Iron, IAB complex",275000,1957,124,01.01.1957 00:00,"48,3","22,56667"
Mount Padbury,Mesosiderite-A1,272000,1964,125,01.01.1964 00:00,"118,1","-25,66667"
Saint-S̩verin,LL6,271000,1966,126,01.01.1966 00:00,"0,23333","45,3"
Lake Murray,"Iron, IIAB",270000,1933,127,01.01.1933 00:00,-97,"34,1"
Miles,"Iron, IIE",265000,1992,128,01.01.1992 00:00,"150,33333","-27,83333"
Potter,L6,261000,1941,129,01.01.1941 00:00,"-103,3","41,23333"
Tishomingo,"Iron, ungrouped",260000,1965,130,01.01.1965 00:00,"-96,68333","34,25"
Suizhou,L6,260000,1986,131,01.01.1986 00:00,"113,46667","31,61667"
Dalgety Downs,L4,257000,1941,132,01.01.1941 00:00,"116,18333","-25,33333"
Boguslavka,"Iron, IIAB",256000,1916,133,01.01.1916 00:00,"131,63333","44,55"
Dho 020,H4/5,256000,2000,134,01.01.2000 00:00,"54,51667","19,03333"
Uegit,"Iron, IIIAB",252000,1921,135,01.01.1921 00:00,"43,33333","3,81667"
Netscha��vo,"Iron, IIE-an",250000,1846,136,1846-01-01 00:00:00,"35,15","54,23333"
Pultusk,H5,250000,1868,137,1868-01-01 00:00:00,"21,26667","52,76667"
Omolon,"Pallasite, PMG",250000,1981,138,01.01.1981 00:00,"161,80833","64,02"
Shangdu,"Iron, IIIAB",247000,1957,139,01.01.1957 00:00,114,"42,5"
St. Genevieve County,"Iron, IIIF",244500,1888,140,1888-01-01 00:00:00,"-90,31667","37,96667"
El Hammami,H5,240000,1997,141,01.01.1997 00:00,"-10,81667","23,28333"
Sacramento Mountains,"Iron, IIIAB",237200,1890,142,1890-01-01 00:00:00,"-104,66667","32,91667"
New Concord,L6,230000,1860,143,1860-01-01 00:00:00,"-81,76667",40
Homestead,L5,230000,1875,144,1875-01-01 00:00:00,"-91,86667","41,8"
Muonionalusta,"Iron, IVA",230000,1906,145,01.01.1906 00:00,"23,1","67,8"
Alfianello,L6,228000,1883,146,1883-01-01 00:00:00,"10,15","45,26667"
Bear Creek,"Iron, IIIAB",227000,1866,147,1866-01-01 00:00:00,"-105,3","39,6"
Holbrook,L/LL6,220000,1912,148,01.01.1912 00:00,"-110,18333","34,9"
A-881856,L4,"571,61",1988,4936,01.01.1988 00:00,26,-72
Acu̱a,"Iron, IIIAB",217700,1981,150,01.01.1981 00:00,"-100,96667","29,31667"
Ssyromolotovo,"Iron, IIIAB",217000,1873,151,1873-01-01 00:00:00,"98,93333","58,61667"
Chinga,"Iron, ungrouped",209400,1913,152,01.01.1913 00:00,"94,4","51,05833"
Barratta,L4,200000,1845,153,1845-01-01 00:00:00,"144,56667","-35,3"
Lowell,Doubtful meteorite,200000,1846,154,1846-01-01 00:00:00,"-71,35","42,68333"
Saratov,L4,200000,1918,155,01.01.1918 00:00,"46,55","52,55"
Patos de Minas (octahedrite),"Iron, IAB complex",200000,1925,156,01.01.1925 00:00,"-46,53333","-18,58333"
Kainsaz,CO3.2,200000,1937,157,01.01.1937 00:00,"53,25","55,43333"
Dimmitt,H3.7,200000,1942,158,01.01.1942 00:00,"-102,16667","34,58333"
Kunashak,L6,200000,1949,159,01.01.1949 00:00,"61,36667","55,78333"
Liangcheng,"Iron, IIIAB",200000,1959,160,01.01.1959 00:00,"112,5","40,5"
JaH 055,L4-5,200000,2004,161,01.01.2004 00:00,"55,69","19,65167"
Porto Alegre,"Iron, IIIE",200000,2005,162,01.01.2005 00:00,"-51,23","-30,03306"
Pallasovka,"Pallasite, PMG",198000,1990,164,01.01.1990 00:00,"46,61167","49,86667"
Kenton County,"Iron, IIIAB",194000,1889,165,1889-01-01 00:00:00,"-84,6","38,81667"
Owens Valley,"Iron, IIIAB",192800,1913,166,01.01.1913 00:00,-118,"37,46667"
Guanghua,"Iron, IVA",190000,1932,167,01.01.1932 00:00,"111,7","32,4"
Admire,"Pallasite, PMG",180000,1881,168,1881-01-01 00:00:00,"-96,1","38,7"
Travis County (a),H5,175400,1889,169,1889-01-01 00:00:00,"-97,7","30,3"
Iron Creek,"Iron, IIIAB",175000,1869,170,1869-01-01 00:00:00,-112,53
Tanokami Mountain,"Iron, IIIE",174000,1885,171,1885-01-01 00:00:00,"135,96667","34,91667"
Tamir-Tsetserleg,Stone-uncl,173000,1956,172,01.01.1956 00:00,"101,47917","47,45"
Owasco,L6,168400,1984,173,01.01.1984 00:00,"-103,68333","41,2"
Madoc,"Iron, IIIAB",168000,1854,174,1854-01-01 00:00:00,"-77,46667","44,5"
Manlai,"Iron, ungrouped",166800,1954,175,01.01.1954 00:00,"106,5","44,33333"
Djati-Pengilon,H6,166000,1884,176,1884-01-01 00:00:00,"111,5","-7,5"
Ṣo Julịo de Moreira,"Iron, IIAB",162000,1883,177,1883-01-01 00:00:00,"-8,58361","41,76611"
Knowles,"Iron, IIIAB",161000,1903,178,01.01.1903 00:00,"-100,21667","36,9"
Tenham,L6,160000,1879,179,1879-01-01 00:00:00,"142,95","-25,73333"
Garabato,H5,160000,1995,180,01.01.1995 00:00,"-60,2","-28,86667"
Qijiaojing,"Iron, ungrouped",160000,2003,181,01.01.2003 00:00,"92,91667","43,75"
Mount Vernon,"Pallasite, PMG",159000,1868,182,1868-01-01 00:00:00,"-87,4","36,93333"
Longchang,"Iron, IVA-an",158500,1781,183,1781-01-01 00:00:00,"105,3","29,3"
Kimble County,H6,153800,1918,184,01.01.1918 00:00,"-99,4","30,41667"
Bluff (a),L5,153300,1878,185,1878-01-01 00:00:00,"-96,87222","29,87861"
Forest City,H5,152000,1890,186,1890-01-01 00:00:00,"-93,66667","43,25"
Glasatovo,H4,152000,1918,187,01.01.1918 00:00,"37,61667","57,35"
Weston,H4,150000,1807,188,1807-01-01 00:00:00,"-73,266667","41,266667"
Magura,"Iron, IAB-MG",150000,1840,189,1840-01-01 00:00:00,"19,48333","49,33333"
McKinney,L4,150000,1870,190,1870-01-01 00:00:00,"-96,71667","33,18333"
Olivenza,LL5,150000,1924,191,01.01.1924 00:00,"-7,06667","38,71667"
Wiluna,H5,150000,1967,192,01.01.1967 00:00,"120,32833","-26,59278"
Mbale,L5/6,150000,1992,193,01.01.1992 00:00,"34,16667","1,06667"
Tres Castillos,"Iron, ungrouped",150000,1992,194,01.01.1992 00:00,"-105,8","29,47"
Jalu,L6,150000,2000,195,01.01.2000 00:00,"21,68333","27,95833"
Shirokovsky,Pseudometeorite,150000,2002,196,01.01.2002 00:00,"57,95","58,8"
Montferr̩,H5,149000,1923,197,01.01.1923 00:00,"1,9625","43,39056"
Orange River (iron),"Iron, IIIAB",148800,1855,198,1855-01-01 00:00:00,25,-30
Glorieta Mountain,"Pallasite, PMG-an",148000,1884,199,1884-01-01 00:00:00,"-105,8","35,6"
Gilgoin,H5,147000,1889,201,1889-01-01 00:00:00,"147,2","-30,38333"
Wichita County,"Iron, IAB-MG",145000,1836,202,1836-01-01 00:00:00,"-98,91667","34,06667"
Molina,H5,144000,1858,203,1858-01-01 00:00:00,"-1,16667","38,11667"
Keyes,L6,142000,1939,204,01.01.1939 00:00,"-102,5","36,71667"
El Sampal,"Iron, IIIAB",142000,1973,205,01.01.1973 00:00,"-70,36667","-44,53333"
Tambo Quemado,"Iron, IIIAB",141000,1950,206,01.01.1950 00:00,"-74,5","-14,66667"
Selma,H4,140600,1906,207,01.01.1906 00:00,-87,"32,4"
Huizopa,"Iron, IVA",140000,1907,208,01.01.1907 00:00,"-108,56667","28,9"
Ider,"Iron, IIIAB",140000,1957,209,01.01.1957 00:00,"-85,65","34,68333"
Korra Korrabes,H3,140000,1996,210,01.01.1996 00:00,"18,08333","-25,2"
Brainard,"Iron, IIIAB",138300,1978,211,01.01.1978 00:00,"-96,955","41,15333"
DRPA78009,"Iron, IIAB",138100,1978,212,01.01.1978 00:00,"156,38333","-80,06667"
Cape of Good Hope,"Iron, IVB",136000,1793,213,1793-01-01 00:00:00,26,"-33,5"
Babb's Mill (Blake's Iron),"Iron, ungrouped",136000,1876,214,1876-01-01 00:00:00,"-82,88333","36,3"
Kesen,H4,135000,1850,215,1850-01-01 00:00:00,"141,61667","38,98333"
Colomera,"Iron, IIE",134000,1912,216,01.01.1912 00:00,"-3,65","37,43333"
Carnegie,L6,132700,1963,217,01.01.1963 00:00,"-98,64389","35,16667"
Araslanovo,L/LL5,132000,1973,218,01.01.1973 00:00,"48,2","55,14167"
Dong Ujimqin Qi,Mesosiderite,128800,1995,220,01.01.1995 00:00,"119,03333","45,5"
Chebankol,"Iron, IAB-sHL",127760,1938,221,01.01.1938 00:00,88,"53,66667"
Ozona,H6,127500,1929,222,01.01.1929 00:00,"-101,3","30,73333"
Ensisheim,LL6,127000,1492,223,1492-01-01 00:00:00,"7,35","47,86667"
Carthage,"Iron, IIIAB",127000,1840,224,1840-01-01 00:00:00,"-85,98333","36,26667"
Keqi,Iron,127000,1966,225,01.01.1966 00:00,"117,5","42,73333"
Dho 005,L6,125500,2000,226,01.01.2000 00:00,"54,16667","18,16667"
JaH 091,L5,123374,2002,227,01.01.2002 00:00,"56,65432","19,69362"
Bur-Gheluai,H5,120000,1919,228,01.01.1919 00:00,48,5
Santiago Papasquiero,"Iron, ungrouped",119500,1958,229,01.01.1958 00:00,-106,"24,5"
Duketon,"Iron, IIIAB",118300,1948,230,01.01.1948 00:00,"122,36667","-27,5"
Bencubbin,CBa,118000,1930,231,01.01.1930 00:00,"117,78333","-30,75"
Scurry,H5,118000,1937,232,01.01.1937 00:00,-101,"32,5"
Para de Minas,"Iron, IVA",116300,1934,233,01.01.1934 00:00,"-44,61667","-19,86667"
Cleveland,"Iron, IIIAB",115000,1860,234,1860-01-01 00:00:00,"-84,78333","34,88333"
Tafassasset,CR-an,114000,2000,235,01.01.2000 00:00,"10,44167","20,76333"
Caperr,"Iron, IIIAB",113900,1869,236,1869-01-01 00:00:00,"-70,48333","-45,28333"
Buenaventura,"Iron, IIIAB",113600,1969,237,01.01.1969 00:00,"-107,55","29,8"
Gundaring,"Iron, IIIAB",112500,1937,238,01.01.1937 00:00,"117,66667","-33,3"
Oakley (iron),"Iron, IIIF",111000,1926,239,01.01.1926 00:00,"-113,7","42,33333"
Florey,H6,110800,1978,240,01.01.1978 00:00,"-102,705","32,5225"
Etosha,"Iron, IC",110700,1970,241,01.01.1970 00:00,16,"-18,5"
LEW 85320,H5,110224,1985,242,01.01.1985 00:00,"161,41628","-84,26223"
Mount Tazerzait,L5,110000,1991,243,01.01.1991 00:00,"4,8","18,7"
Sulagiri,LL6,110000,2008,244,01.01.2008 00:00,"78,03333","12,66667"
Lenarto,"Iron, IIIAB",108500,1814,245,1814-01-01 00:00:00,21,49
Elbogen,"Iron, IID",107000,1400,246,1400-01-01 00:00:00,"12,73333","50,18333"
Abee,EH4,107000,1952,247,01.01.1952 00:00,-113,"54,21667"
Tiberrhamine,L6,107000,1967,248,01.01.1967 00:00,"0,53333","28,11667"
Faith,H5,105000,1952,249,01.01.1952 00:00,"-102,08333","45,33333"
Cook 001,H5,105000,1989,250,01.01.1989 00:00,"130,53333","-30,33333"
Chico,L6,104800,1954,251,01.01.1954 00:00,"-104,2","36,5"
Juncal,"Iron, IIIAB",104000,1866,252,1866-01-01 00:00:00,"-69,25",-26
Molong,"Pallasite, PMG",104000,1912,253,01.01.1912 00:00,"148,88333","-33,28333"
Colby (Wisconsin),L6,104000,1917,254,01.01.1917 00:00,"-90,28333","44,9"
Udei Station,"Iron, IAB-ung",103000,1927,255,01.01.1927 00:00,"8,08333","7,95"
Rifle,"Iron, IAB-MG",102700,1948,256,01.01.1948 00:00,"-107,83333","38,51667"
Seel�_sgen,"Iron, IAB-MG",102000,1847,257,1847-01-01 00:00:00,"15,55","52,26667"
Sevrukovo,L5,101000,1874,258,1874-01-01 00:00:00,"36,6","50,61667"
Lutschaunig's Stone,L6,100000,1861,259,1861-01-01 00:00:00,-70,-27
Pierceville (iron),"Iron, IIIAB",100000,1917,260,01.01.1917 00:00,"-100,66667","37,86667"
Dimitrovgrad,"Iron, IIIAB",100000,1949,261,01.01.1949 00:00,"22,86389","43,04639"
Paranaiba,L6,100000,1956,262,01.01.1956 00:00,"-51,66667","-19,13333"
Budulan,Mesosiderite-B4,100000,1962,263,01.01.1962 00:00,"114,9","50,56667"
Faucett,H5,100000,1966,264,01.01.1966 00:00,"-94,86667","39,61667"
Murchison,CM2,100000,1969,265,01.01.1969 00:00,"145,2","-36,61667"
Retuerta del Bullaque,"Iron, IAB-MG",100000,1980,266,01.01.1980 00:00,"-4,3775","39,45889"
Anyujskij,"Iron, IIAB",100000,1981,267,01.01.1981 00:00,"164,2","66,9"
Kidairat,H6,100000,1983,268,01.01.1983 00:00,28,14
Gujba,CBa,100000,1984,269,01.01.1984 00:00,"11,65833","11,49167"
Cook 007,H4,100000,1989,270,01.01.1989 00:00,"130,41667","-30,61667"
Juancheng,H5,100000,1997,271,01.01.1997 00:00,"115,41667","35,5"
Franconia,H5,100000,2002,272,01.01.2002 00:00,"-114,22197","34,71637"
Chergach,H5,100000,2007,273,01.01.2007 00:00,"-5,01472","23,69639"
Tamdakht,H5,100000,2008,274,01.01.2008 00:00,"-7,015","31,16333"
Bou Azarif,H5,100000,2010,275,01.01.2010 00:00,"-5,15262","31,15643"
Social Circle,"Iron, IVA",99300,1927,276,01.01.1927 00:00,"-83,7","33,7"
Steinbach,"Iron, IVA-an",98000,1724,277,1724-01-01 00:00:00,"12,5","50,5"
Palmas de Monte Alto,"Iron, IIIAB",97000,1954,278,01.01.1954 00:00,"-43,02278","-14,3675"
DaG 749,CO3,95000,1999,279,01.01.1999 00:00,"15,7645","27,30167"
Loreto,"Iron, IIIAB",94800,1896,280,1896-01-01 00:00:00,"-111,36667","26,01667"
Weekeroo Station,"Iron, IIE-an",94200,1924,281,01.01.1924 00:00,"139,86667","-32,26667"
Carver,"Iron, IIAB",94000,1935,282,01.01.1935 00:00,-86,32
Concho,L6,93500,1939,283,01.01.1939 00:00,"-101,5",32
Machinga,L6,93200,1981,284,01.01.1981 00:00,"35,24222","-15,21222"
Watson 001,"Iron, IIE",93000,1972,285,01.01.1972 00:00,"131,55","-30,5"
JaH 090,L5,92668,2002,287,01.01.2002 00:00,"56,6062","19,71678"
Karee Kloof,"Iron, IAB-sLL",92100,1914,288,01.01.1914 00:00,"25,8","-31,6"
Laguna Manantiales,Iron,92000,1945,289,01.01.1945 00:00,"-67,41667","-48,58333"
Juvinas,Eucrite-mmict,91000,1821,290,1821-01-01 00:00:00,"4,3","44,71667"
Fair Play,Pseudometeorite,91000,1928,291,01.01.1928 00:00,"-93,55","37,66667"
Richardton,H5,90000,1918,292,01.01.1918 00:00,"-102,31667","46,88333"
ad-Dahbubah,H5,90000,1961,293,01.01.1961 00:00,"51,25","19,83333"
Mincy,Mesosiderite-B4,89400,1857,294,1857-01-01 00:00:00,"-93,1","36,55"
Farmington,L5,89400,1890,295,1890-01-01 00:00:00,"-97,03333","39,75"
Bennett County,"Iron, IIAB",89000,1934,296,01.01.1934 00:00,"-101,25","43,5"
San Angelo,"Iron, IIIAB",88000,1897,297,1897-01-01 00:00:00,"-100,35","31,41667"
Mills,H6,88000,1970,298,01.01.1970 00:00,"-104,11889","36,23"
Wagon Mound,L6,87500,1932,299,01.01.1932 00:00,"-104,58583","35,84083"
Roebourne,"Iron, IIIAB",86860,1892,300,1892-01-01 00:00:00,118,"-22,33333"
Bath Furnace,L6,86000,1902,301,01.01.1902 00:00,"-83,75","38,25"
Tulia (a),H3-4,86000,1917,302,01.01.1917 00:00,"-101,95","34,61667"
Apoala,"Iron, IIIAB",85000,1889,303,1889-01-01 00:00:00,-97,"17,7"
Kayakent,"Iron, IIIAB",85000,1961,304,01.01.1961 00:00,"31,78","39,26333"
Juanita de Angeles,H5,85000,1992,305,01.01.1992 00:00,"-105,08333","28,41667"
